Item_Identifier,Item_Weight,Outlet_Size
FDT45,15.85,Small
FDT16,9.895,Medium
DRE49,20.75,Small
DRF60,10.8,Medium
NCB54,8.76,Medium
FDH20,16.1,Medium
FDA31,7.1,Small
FDE33,19.35,Medium
FDM12,16.7,Medium
FDW44,9.5,High
DRE48,8.43,High
NCX18,14.15,Medium
FDA38,5.44,Medium
FDQ19,7.35,High
FDY47,12.6,Medium
FDE17,20.1,High
FDY25,12.0,Small
FDT03,21.25,Small
FDB49,8.3,Medium
FDL43,10.1,Medium
FDE47,14.15,Medium
FDS49,9.0,Medium
FDU23,12.15,Medium
FDU38,12.6,Medium
FDV09,12.6,Small
FDR20,20.0,Medium
FDY11,6.71,Small
FDG40,12.6,Medium
FDX20,7.365,Medium
FDZ27,7.935,High
FDH09,12.6,Medium
FDG29,17.6,Medium
NCA30,19.0,Medium
NCL53,7.5,Medium
DRE15,13.35,Small
NCS38,8.6,Small
FDY21,12.6,Small
FDB58,10.5,Medium
FDH41,9.0,Small
DRF23,4.61,Medium
FDE05,10.895,Medium
FDY10,17.6,Medium
FDS43,11.65,Medium
NCM30,19.1,Medium
FDY49,17.2,Medium
FDN02,16.5,Medium
FDP37,15.6,Medium
NCF07,9.0,Small
FDJ09,15.0,High
FDO23,12.6,Medium
FDH09,12.6,Medium
FDX34,6.195,Medium
FDV60,20.2,Medium
FDE32,20.7,High
NCI30,20.25,Medium
FDS37,7.655,High
FDC57,12.6,Small
DRC01,5.92,Medium
DRD27,18.75,Medium
FDI12,9.395,Medium
FDQ33,13.35,Small
FDQ27,12.6,Small
NCB07,19.2,Medium
FDC08,19.0,High
FDD20,14.15,Small
FDS24,20.85,Small
FDH34,8.63,Medium
NCX30,16.7,Medium
FDM01,7.895,Small
FDB20,7.72,High
NCK29,5.615,Medium
FDS11,7.05,Medium
NCV41,14.35,Medium
DRL60,8.52,Medium
FDV10,7.645,Medium
FDV09,12.1,Medium
FDQ39,14.8,Small
DRE49,20.75,Medium
FDR45,10.8,Medium
DRJ23,18.35,Medium
FDQ26,13.5,Medium
NCA06,20.5,Medium
FDT24,12.35,Medium
DRG27,8.895,Medium
FDR02,16.7,Medium
DRG37,16.2,Small
FDJ07,7.26,Medium
FDP32,6.65,Medium
FDV59,13.35,Small
FDP60,17.35,Small
FDE32,12.6,Medium
FDK26,5.46,Medium
FDW28,18.25,Small
FDP56,8.185,Medium
FDT25,7.5,Small
FDQ12,12.65,Small
FDR60,14.3,Small
FDZ10,17.85,Medium
FDM13,6.425,Medium
FDF26,6.825,Medium
FDN02,12.6,Medium
NCI30,20.25,High
NCJ31,19.2,Medium
NCQ54,17.7,Medium
FDB02,9.695,Medium
FDC02,12.6,Medium
FDA11,7.75,Medium
DRI23,12.6,Medium
FDE04,19.75,Medium
FDW38,5.325,Medium
FDG46,12.6,Small
NCJ05,12.6,Medium
FDU01,12.6,Small
FDY11,6.71,Medium
FDX60,14.35,High
NCN29,15.2,Medium
FDT07,5.82,Medium
FDI21,5.59,Medium
FDI41,18.5,Small
FDE10,12.6,Medium
FDQ28,14.0,Small
FDY32,7.605,Medium
NCK05,12.6,Small
FDH12,9.6,Medium
FDJ27,17.7,Medium
DRL35,15.7,Medium
NCY29,13.65,Medium
FDC21,14.6,Medium
FDM33,15.6,Medium
DRJ39,20.25,High
FDB22,8.02,Medium
FDC32,18.35,High
FDD02,16.6,Small
FDL28,10.0,Small
FDL39,16.1,Medium
FDV37,13.0,Medium
FDA28,16.1,Medium
FDL04,19.0,Medium
FDR10,17.6,Small
FDA39,6.32,Medium
FDR15,9.3,Small
FDQ40,11.1,Medium
DRG23,12.6,Medium
FDU36,6.15,High
FDF47,20.85,Small
FDH14,17.1,Small
FDO45,13.15,Medium
FDK60,16.5,Small
FDS43,11.65,Medium
FDN44,13.15,Medium
FDS34,19.35,Medium
FDU20,19.35,Medium
FDP44,16.5,High
FDC02,21.35,Small
FDT56,16.0,Small
NCA06,20.5,High
FDE04,19.75,High
NCX06,17.6,Medium
FDX49,4.615,Medium
DRM59,5.88,Medium
FDJ34,11.8,Medium
FDP60,17.35,High
FDI07,12.35,Small
FDV07,12.6,Medium
FDH41,9.0,Medium
NCB31,6.235,Medium
FDW34,9.6,Small
FDX45,16.75,Medium
FDH14,17.1,Medium
FDF26,6.825,Medium
FDU24,6.78,Medium
FDX11,16.0,Medium
FDF35,15.0,Small
NCC43,7.39,Medium
FDG29,17.6,Small
FDS44,12.65,Small
FDZ10,17.85,Small
FDC52,11.15,High
DRL35,15.7,Small
NCP55,14.65,Medium
FDV38,12.6,Medium
FDL44,18.25,Medium
FDZ47,20.7,Medium
FDT45,15.85,Small
FDN23,6.575,Medium
NCP43,17.75,Medium
DRJ24,12.6,Small
FDA02,12.6,Medium
FDH33,12.6,Small
FDF56,16.7,Medium
NCN26,10.85,Small
FDD22,10.0,Medium
FDU15,13.65,Medium
FDB41,19.0,Medium
FDZ35,9.6,Medium
FDT60,12.0,Medium
FDE51,5.925,Small
NCQ06,13.0,Small
FDS28,8.18,Medium
FDH32,12.8,Medium
FDW37,19.2,Medium
FDY33,14.5,Small
FDF17,5.19,Medium
FDG56,13.3,High
NCB18,19.6,High
FDU14,17.75,Small
FDU22,12.35,Medium
NCV41,14.35,High
FDY52,6.365,Medium
DRG48,12.6,Medium
FDU01,12.6,Medium
NCP53,14.75,High
FDC17,12.15,Medium
NCZ30,6.59,High
FDK03,12.6,Small
FDE08,12.6,Small
NCM07,12.6,Medium
FDY35,12.6,Medium
FDS28,12.6,Medium
FDI56,7.325,High
FDR23,12.6,Small
FDF29,15.1,Medium
FDA47,12.6,Medium
FDI10,8.51,High
FDC45,12.6,Small
FDA27,20.35,Medium
NCR41,17.85,Medium
FDR09,18.25,Medium
NCB06,17.6,High
FDE53,10.895,Small
DRE27,11.85,Medium
NCA06,12.6,Medium
FDL56,14.1,Medium
FDT09,15.15,Small
DRH03,17.25,Medium
NCQ53,17.6,Medium
NCT18,14.6,Small
FDL43,10.1,Small
FDJ53,10.5,Small
NCQ02,12.6,Small
NCJ05,18.7,Small
FDT40,5.985,Medium
FDA48,12.1,Small
FDV37,13.0,Medium
FDX07,19.2,Medium
DRG48,5.78,Medium
FDF44,7.17,Small
FDS24,20.85,Small
NCQ50,18.75,Medium
FDT25,7.5,High
FDO03,10.395,Medium
FDJ55,12.8,Small
FDM36,11.65,High
FDM21,20.2,Medium
FDK58,11.35,Small
FDD26,8.71,Medium
FDW57,8.31,Medium
FDT32,19.0,Medium
FDT25,7.5,Medium
NCB19,6.525,Small
FDD05,12.6,Small
NCE54,12.6,Medium
FDO39,6.985,Medium
NCV06,11.3,Medium
DRB13,6.115,Medium
FDX51,9.5,Medium
FDC38,15.7,Medium
FDD04,16.0,Small
FDC05,13.1,Medium
DRJ59,12.6,Medium
FDL22,16.85,Medium
DRH13,12.6,Small
FDV22,14.85,Medium
FDP07,18.2,Medium
FDK27,11.0,Medium
FDP31,21.1,Medium
NCI54,15.2,Medium
DRK35,12.6,Medium
NCO07,9.06,Medium
FDN31,11.5,High
NCO02,11.15,Small
FDQ26,13.5,Medium
FDQ07,15.1,Small
FDB49,8.3,Medium
FDY44,14.15,Medium
NCI54,12.6,Medium
FDV44,8.365,Small
FDI48,11.85,Medium
NCL05,19.6,Small
FDT32,19.0,Medium
FDM10,18.25,Medium
FDS21,19.85,Medium
FDD11,12.85,Medium
FDL04,12.6,Medium
FDO58,19.6,Medium
FDQ08,15.7,Medium
FDT28,13.3,Small
FDT22,10.395,Medium
FDB58,10.5,Small
FDN45,19.35,Small
FDZ45,14.1,High
FDJ38,8.6,Small
NCT06,17.1,Medium
FDU21,12.6,Medium
NCP30,20.5,Medium
FDR27,15.1,Medium
FDW39,6.69,Medium
DRZ24,12.6,Medium
FDK21,7.905,High
FDJ04,18.0,Small
FDZ13,7.84,Medium
FDS16,15.15,Medium
FDD56,15.2,Medium
FDI57,19.85,Small
FDQ12,12.6,Medium
FDI56,7.325,Small
NCT42,5.88,Medium
FDM25,10.695,Small
DRB25,12.6,Medium
NCY30,20.25,Small
FDD44,8.05,Medium
FDK45,11.65,Small
FDN45,19.35,Medium
FDQ09,7.235,Small
FDC17,12.15,Small
FDD45,8.615,High
FDD41,6.765,Small
FDU46,10.3,Small
FDO45,13.15,Medium
FDG41,8.84,Small
DRC13,8.26,Medium
FDX50,20.1,Medium
FDK56,9.695,Small
NCL18,18.85,Small
FDN57,18.25,Medium
FDX03,12.6,Medium
NCU17,5.32,High
FDL14,8.115,Small
NCU18,15.1,Small
NCH43,8.42,Medium
FDH41,9.0,Small
FDS28,8.18,Medium
FDG02,12.6,Medium
FDS40,15.35,Medium
FDD10,20.6,High
DRQ35,9.3,High
NCL05,19.6,Medium
FDJ48,11.3,Small
FDV21,12.6,Medium
FDJ26,15.3,Small
NCN05,8.235,Medium
FDK09,15.2,Small
FDM56,12.6,Medium
DRF25,9.0,Medium
FDG14,9.0,Medium
FDZ31,15.35,Small
FDU21,12.6,Small
FDC57,20.1,Small
FDU46,10.3,Medium
FDU22,12.35,Small
DRG23,8.88,Medium
FDR23,15.85,Medium
FDI14,14.1,Medium
NCN42,20.25,Medium
NCM41,16.5,Medium
FDT55,13.6,Small
DRY23,12.6,Medium
FDL46,20.35,Medium
FDQ57,7.275,Small
FDQ16,19.7,Small
FDZ52,12.6,Medium
FDL16,12.6,Small
NCX18,14.15,Medium
FDM34,19.0,Medium
FDG60,12.6,Medium
NCA06,20.5,Medium
DRD12,6.96,Small
FDP04,15.35,Medium
NCH30,17.1,Medium
FDS04,10.195,Medium
FDQ13,12.6,Small
FDU59,5.78,Medium
DRG11,6.385,Medium
FDA36,12.6,Medium
FDA15,9.3,Small
FDZ03,13.65,Medium
FDJ16,9.195,Small
FDZ12,9.17,Medium
FDH09,12.6,Medium
FDT13,14.85,Medium
FDU20,19.35,Medium
DRH25,18.7,Small
FDK26,5.46,Medium
FDU32,8.785,Small
FDI22,12.6,Medium
NCB54,8.76,Medium
FDX46,12.3,Medium
NCC07,19.6,High
FDQ34,12.6,Small
FDM16,8.155,Medium
FDJ55,12.6,Medium
DRI01,7.97,Medium
FDD50,18.85,Medium
FDJ08,11.1,Medium
NCK18,9.6,Medium
FDQ14,9.27,Medium
FDS51,13.35,Small
FDA04,11.3,Small
FDP10,19.0,Medium
FDT36,12.3,Medium
FDH38,6.425,Medium
FDC16,11.5,Medium
FDF17,5.19,Medium
FDU23,12.15,High
FDB34,15.25,Medium
FDW26,11.8,High
FDP45,15.7,Medium
FDD38,16.75,Small
FDM60,10.8,Medium
FDW26,11.8,Small
FDV51,12.6,Medium
FDT33,7.81,Medium
FDQ40,11.1,Small
FDX40,12.85,Small
FDU31,10.5,Small
DRJ01,6.135,Small
FDP11,12.6,Medium
NCN43,12.6,Medium
FDA15,9.3,Medium
FDO04,16.6,Medium
NCF43,8.51,Small
NCI17,8.645,Medium
FDY47,8.6,High
FDF20,12.6,Medium
NCS53,14.5,Small
FDK38,6.65,Medium
FDW43,20.1,High
FDV57,15.25,Small
FDX26,17.7,Medium
FDR04,7.075,Small
FDP19,11.5,High
FDT07,5.82,Medium
DRB24,8.785,Medium
FDB36,5.465,Small
NCE07,12.6,Medium
FDI16,12.6,Medium
FDP45,15.7,Small
NCC43,7.39,High
FDQ23,12.6,Small
FDW24,6.8,Small
FDW09,12.6,Medium
FDN10,11.5,Small
FDE23,17.6,Small
FDV16,7.75,Small
FDF12,12.6,Medium
FDN21,18.6,Medium
DRC25,5.73,Small
NCP18,12.15,Medium
FDW60,5.44,High
FDY04,17.7,Medium
NCJ31,12.6,Medium
DRN47,12.1,High
FDU13,8.355,High
FDT39,6.26,Medium
NCQ18,15.75,High
FDV25,5.905,High
NCE30,16.0,Small
NCN42,20.25,Small
FDW25,5.175,Medium
FDS49,9.0,High
FDN34,15.6,Medium
FDS45,5.175,Medium
NCL53,12.6,Medium
FDT38,18.7,Medium
NCX06,17.6,Small
NCY17,18.2,High
NCO18,13.15,Small
FDY47,8.6,Medium
FDF57,12.6,Medium
FDS26,20.35,Medium
NCL17,7.39,Small
NCB18,19.6,Medium
FDA50,16.25,Medium
DRE13,6.28,Medium
DRE60,9.395,High
FDB20,7.72,Medium
NCS18,12.65,High
FDH19,12.6,Small
FDS47,16.75,Medium
FDC09,15.5,High
DRG23,8.88,Medium
FDU34,18.25,Medium
FDZ40,8.935,Medium
NCE30,16.0,Small
FDA44,19.7,Medium
FDB32,20.6,Small
NCO06,19.25,Small
FDY44,14.15,Small
FDG10,6.63,Medium
FDF38,11.8,Small
FDW59,12.6,Small
FDP34,12.85,Small
FDZ26,11.6,Medium
FDH17,12.6,Small
FDU44,12.15,Medium
FDS23,4.635,Medium
DRE03,19.6,Medium
FDY57,20.2,Medium
FDH50,12.6,Medium
DRY23,9.395,Small
FDT27,11.395,Small
FDB38,19.5,Medium
FDY16,18.35,Small
FDG33,5.365,Medium
FDN04,11.8,Medium
FDJ48,11.3,Medium
NCC07,19.6,Medium
FDI35,14.0,Medium
DRH49,19.7,Small
FDY51,12.5,Small
NCG07,12.3,Medium
FDA22,7.435,Small
FDA33,6.48,Small
FDV03,17.6,High
FDP27,8.155,Medium
FDZ20,16.1,Medium
FDR56,15.5,Medium
NCV41,12.6,Medium
FDU11,4.785,Small
NCB30,14.6,Medium
FDX23,6.445,Medium
FDY24,4.88,High
FDZ37,8.1,High
FDL10,8.395,Small
NCE18,10.0,Small
FDY60,12.6,Medium
FDT24,12.35,High
NCV06,11.3,Small
FDP51,12.6,Small
FDU49,19.5,Small
FDQ16,19.7,Medium
FDV16,7.75,High
FDL36,15.1,Medium
FDE09,12.6,Medium
NCV54,11.1,Small
FDH27,7.075,Medium
FDF33,7.97,Small
NCP18,12.15,Small
FDZ45,14.1,Medium
FDU25,12.6,Medium
FDQ40,11.1,Medium
DRD25,12.6,Small
FDJ57,7.42,Medium
FDT43,16.35,Medium
FDH44,19.1,Medium
FDR31,12.6,Small
FDQ27,5.19,Medium
DRK13,11.8,Medium
FDB04,11.35,Small
NCI54,15.2,Medium
FDP19,11.5,Medium
FDB37,20.25,Small
NCR05,10.1,High
FDZ15,13.1,Medium
NCQ29,12.0,Small
FDL04,19.0,Small
DRH49,19.7,Medium
FDT07,12.6,Small
NCI55,18.6,Medium
FDP19,11.5,Small
FDV45,16.75,Medium
FDG26,18.85,Medium
DRJ01,6.135,Small
FDD14,20.7,Small
DRH37,17.6,Small
NCD18,16.0,High
NCE55,8.92,Medium
NCQ43,17.75,Medium
FDC41,15.6,Small
DRL01,12.6,Small
FDX48,17.75,Medium
DRC25,5.73,Medium
DRF48,5.73,Medium
FDT34,9.3,Medium
NCB43,20.2,Small
FDG44,12.6,Small
FDD35,12.15,Small
FDC02,21.35,High
FDU51,20.2,Medium
NCC19,6.57,Small
FDJ60,19.35,Small
NCI29,8.6,Small
NCF43,8.51,High
FDY08,12.6,Medium
FDD17,7.5,Medium
FDK41,14.3,Small
DRN59,15.0,Medium
FDR60,14.3,High
DRO47,10.195,Medium
FDF26,6.825,Small
FDQ12,12.65,Small
NCO29,11.15,Small
DRF03,19.1,Medium
FDU48,18.85,Medium
DRE03,19.6,Small
FDX55,15.1,Medium
FDP38,12.6,Medium
FDZ19,6.425,Medium
NCU54,8.88,Medium
FDY36,12.3,Small
FDL16,12.85,Medium
FDW31,11.35,High
DRK49,12.6,Medium
FDC08,19.0,Medium
FDO56,10.195,Small
NCV53,8.27,Medium
FDA35,14.85,Medium
FDL40,12.6,Small
FDJ04,18.0,Medium
FDA31,7.1,Medium
FDX24,8.355,Medium
FDQ59,9.8,Small
FDF45,18.2,Medium
FDH05,12.6,Medium
NCZ54,14.65,Small
FDW01,12.6,Small
FDX36,9.695,Medium
NCO55,12.6,Medium
FDL13,13.85,Medium
FDV16,7.75,Medium
FDN04,11.8,Medium
NCH06,12.3,Medium
FDA40,16.0,High
NCS05,11.5,Medium
FDM15,12.6,Medium
FDK04,7.36,Medium
FDI58,7.64,High
FDB33,17.75,High
FDJ45,17.75,Medium
NCO05,7.27,Small
NCE31,7.67,Medium
FDQ49,20.2,Small
FDL34,16.0,Small
FDV07,9.5,Medium
FDX19,19.1,Medium
FDO48,15.0,Small
FDK40,7.035,High
FDY19,19.75,Medium
FDS16,12.6,Medium
FDS02,12.6,Medium
FDM51,11.8,Medium
FDW02,12.6,Small
FDS31,12.6,Small
DRF03,19.1,Medium
FDT55,13.6,High
FDW21,5.34,Small
FDP07,18.2,High
NCZ17,12.15,Small
NCV41,14.35,Medium
FDP60,17.35,Medium
FDG58,10.695,Medium
FDI60,7.22,Medium
FDI20,19.1,Small
DRC13,8.26,Medium
DRA24,12.6,Small
FDW52,14.0,High
FDN38,6.615,Medium
DRI49,14.15,Medium
FDW26,11.8,Medium
FDA28,12.6,Medium
FDZ52,19.2,Medium
FDU39,18.85,Medium
FDR25,17.0,Medium
FDM44,12.5,Medium
FDA50,12.6,Medium
FDJ38,8.6,Medium
DRM47,9.3,Small
NCO05,7.27,Medium
FDU21,11.8,Medium
FDF32,16.35,Small
FDM27,12.6,Small
FDL33,12.6,Medium
FDO60,20.0,Small
NCJ30,5.82,High
NCI42,18.75,High
FDU37,9.5,Small
FDV08,12.6,Medium
NCA29,10.5,Small
FDD16,20.5,Small
FDB35,12.3,Medium
FDS31,13.1,Medium
NCA53,11.395,Medium
NCD19,8.93,Medium
FDP07,18.2,Small
FDA44,19.7,High
FDI14,14.1,Small
NCE31,7.67,Medium
FDJ14,12.6,Small
FDY44,14.15,Medium
FDZ26,11.6,Small
FDG26,18.85,Medium
FDN34,15.6,Medium
DRG11,6.385,Medium
FDH20,16.1,Medium
FDX09,9.0,Medium
FDS09,12.6,Medium
NCJ43,6.635,Medium
NCR05,12.6,Medium
DRE49,20.75,High
FDZ59,6.63,Medium
NCH43,8.42,Medium
FDP03,5.15,Medium
DRC01,12.6,Medium
FDX28,12.6,Medium
FDI19,15.1,Small
FDW15,15.35,Small
NCX18,12.6,Small
FDF20,12.85,Medium
FDN57,12.6,Medium
NCM06,7.475,Small
NCV53,8.27,Medium
FDO20,12.85,Medium
FDV44,8.365,High
FDJ56,8.985,Medium
NCB18,19.6,Small
FDZ20,16.1,Medium
NCR50,20.2,Small
FDL24,10.3,Small
FDU38,10.8,Medium
DRB48,16.75,Medium
FDS27,12.6,Small
FDR43,18.2,Medium
FDI12,9.395,Medium
FDU08,12.6,Medium
FDT56,12.6,Medium
DRD15,12.6,Small
FDK26,5.46,Medium
DRJ13,12.65,Medium
FDP44,16.5,Small
FDV40,17.35,High
FDN28,5.88,Small
FDY13,12.1,Medium
NCM17,7.93,Small
DRE48,8.43,Small
FDA57,12.6,Medium
NCX18,14.15,Medium
DRK13,12.6,Medium
FDL57,12.6,Small
FDR27,15.1,Medium
FDB52,17.75,Medium
FDQ10,12.85,Medium
FDY60,10.5,Medium
FDH33,12.6,Medium
FDG56,12.6,Medium
FDS07,12.35,High
FDZ13,7.84,Medium
FDO31,6.76,High
DRD49,9.895,Medium
FDW12,8.315,Medium
FDP57,17.5,Medium
FDO21,11.6,High
NCY18,7.285,Small
NCR30,20.6,Medium
FDZ20,16.1,Medium
NCK17,11.0,Medium
FDX26,17.7,Small
FDR24,17.35,Small
FDQ22,12.6,Medium
FDP07,18.2,Medium
FDV04,7.825,Medium
FDL48,19.35,Medium
FDE16,8.895,Medium
NCK42,7.475,Medium
FDJ53,10.5,Small
FDH58,12.3,High
FDD46,6.035,Medium
FDW58,20.75,Small
NCL07,13.85,Small
FDU12,15.5,Medium
FDO52,11.6,Medium
FDT16,12.6,Medium
FDG12,6.635,Medium
FDX22,6.785,Medium
DRG37,16.2,Small
FDI26,5.94,Medium
FDK34,13.35,Medium
FDO25,6.3,Medium
FDV47,17.1,Medium
FDU13,8.355,Medium
FDN57,18.25,Medium
DRG01,12.6,Medium
FDU57,12.6,Medium
FDF24,12.6,Medium
FDP39,12.65,Medium
DRJ39,12.6,Medium
FDN02,16.5,Medium
FDS24,20.85,Medium
FDW51,6.155,Medium
NCR29,7.565,Small
FDE29,8.905,Medium
NCX54,9.195,Small
FDF02,16.2,Medium
NCR53,12.6,Small
FDV01,12.6,Small
FDX46,12.3,Medium
DRD25,6.135,Small
FDX57,17.25,High
FDA04,11.3,Small
FDB04,12.6,Small
NCR41,17.85,Medium
FDE24,14.85,Medium
NCM41,16.5,Medium
DRG13,17.25,Small
FDV34,10.695,Medium
FDK24,12.6,Small
FDX46,12.3,Small
NCB31,6.235,Medium
FDR55,12.15,High
FDY28,7.47,Medium
FDM16,8.155,Small
FDJ33,8.895,Medium
FDF33,7.97,Medium
DRH36,16.2,Small
NCS53,14.5,Medium
NCN53,12.6,Small
FDC38,15.7,Small
FDD36,13.3,Medium
FDF22,6.865,Small
FDB16,8.21,Small
FDR26,20.7,Medium
FDO52,11.6,Medium
FDF16,12.6,Small
FDR52,12.65,Medium
FDW38,12.6,Medium
FDK03,12.6,Medium
FDQ33,13.35,Medium
DRF23,4.61,Medium
FDI15,13.8,Medium
NCL41,12.6,Small
FDW40,14.0,Medium
FDZ12,9.17,Medium
FDK60,16.5,Medium
FDX25,16.7,Small
NCM30,12.6,Medium
FDK14,6.98,High
NCP18,12.15,Medium
FDH26,19.25,Small
DRK23,12.6,Medium
FDB60,9.3,Small
NCN17,11.0,Small
FDE10,6.67,Medium
FDR58,6.675,Medium
FDA33,6.48,Small
FDN24,14.1,Medium
DRI13,15.35,Small
FDX21,7.05,Medium
FDQ40,11.1,High
FDX23,6.445,Small
FDD17,7.5,Small
DRH03,17.25,Small
FDG60,20.35,Small
FDB32,12.6,Small
DRE12,4.59,Small
FDR12,12.6,Medium
DRH11,5.98,High
FDY28,7.47,Medium
FDR26,20.7,Medium
FDL27,6.17,Medium
FDJ15,11.35,Small
FDU49,19.5,Medium
DRF51,15.75,Small
FDN12,15.6,Medium
DRK23,8.395,High
FDL10,8.395,Medium
FDX07,19.2,Medium
FDO37,8.06,High
NCA41,16.75,Medium
NCQ06,13.0,Medium
FDJ48,11.3,Medium
DRD24,12.6,Medium
FDW10,21.2,Medium
FDU51,20.2,Medium
NCC31,8.02,Medium
FDY02,12.6,Medium
FDU34,18.25,Small
FDX21,7.05,Medium
NCH29,5.51,Medium
DRL35,15.7,Medium
DRN37,9.6,Medium
NCN53,5.175,Medium
FDL45,15.6,Medium
FDA37,7.81,Medium
FDK20,12.6,Medium
FDA49,19.7,Medium
FDG59,15.85,Medium
FDV03,12.6,Medium
FDF16,7.3,Small
FDU36,6.15,Medium
FDU35,6.44,Medium
FDH08,12.6,Small
FDF24,15.5,Medium
DRN36,15.2,Small
FDS59,14.8,High
DRJ23,18.35,Medium
DRF25,9.0,Small
FDL15,17.85,Medium
NCP43,17.75,Small
FDB28,6.615,Medium
FDX50,20.1,High
FDE41,9.195,Small
NCR50,20.2,Medium
FDD41,12.6,Medium
DRI11,8.26,Medium
FDJ28,12.6,Medium
FDP48,7.52,Medium
FDY37,17.0,High
NCC07,19.6,Small
FDJ10,5.095,Medium
FDY37,17.0,Small
NCL19,15.35,Medium
FDI50,8.42,Small
FDO39,6.985,Small
FDO25,6.3,Small
FDE24,14.85,Medium
FDW19,12.35,Medium
FDT36,12.3,Medium
FDH16,10.5,Medium
DRM37,15.35,Medium
NCN07,18.5,Medium
FDK25,11.6,Medium
FDK41,14.3,Medium
DRL60,8.52,Medium
FDR43,18.2,Small
FDY15,18.25,Medium
FDW08,12.1,High
DRE15,13.35,Medium
NCO30,19.5,Medium
FDO32,12.6,Medium
FDH05,14.35,Medium
FDH10,12.6,Medium
FDP58,11.1,Medium
NCH43,8.42,High
FDZ32,12.6,Small
FDU12,15.5,Small
FDM36,11.65,Small
NCP50,12.6,Medium
DRB25,12.3,High
FDU15,13.65,High
FDF58,13.3,Medium
FDX35,12.6,Small
FDX51,9.5,Medium
FDB47,8.8,High
FDL51,20.7,Small
NCM29,11.5,Small
FDB29,16.7,Medium
FDS25,6.885,Medium
FDR36,6.715,Medium
FDQ27,5.19,Medium
FDZ22,9.395,Medium
FDB02,9.695,High
FDZ34,6.695,Small
FDL46,20.35,Small
FDN38,6.615,Small
FDK04,7.36,Medium
NCF31,9.13,Medium
FDV59,13.35,Medium
FDU13,8.355,Small
FDV14,19.85,High
FDR09,18.25,Medium
DRP47,15.75,High
FDC23,18.0,Medium
FDU33,7.63,Medium
FDS27,10.195,High
DRO59,11.8,Medium
FDD48,10.395,Medium
FDL33,7.235,High
NCK30,14.85,Medium
NCP42,12.6,Small
FDP11,15.85,Medium
FDV52,20.7,Medium
FDW33,9.395,Small
FDR19,13.5,Medium
FDW31,12.6,Medium
DRJ51,14.1,Medium
FDU35,12.6,Medium
FDT37,14.15,Small
FDK56,9.695,High
FDY24,4.88,Medium
FDS02,10.195,Small
FDP39,12.6,Small
NCG07,12.6,Small
FDP58,12.6,Small
FDP46,15.35,High
FDZ34,6.695,Small
FDZ57,10.0,Medium
FDH34,8.63,Medium
FDF35,15.0,Medium
FDR20,20.0,Medium
FDX56,12.6,Medium
FDR40,9.1,High
NCE30,16.0,Medium
DRI37,15.85,Medium
FDW48,12.6,Medium
NCC18,19.1,Medium
FDH02,7.27,Medium
NCZ30,6.59,Small
FDI45,13.1,Medium
FDK41,14.3,High
FDQ07,15.1,Medium
NCE06,5.825,Medium
FDF11,10.195,Medium
FDU51,20.2,High
NCH06,12.3,Medium
FDD38,16.75,High
FDU07,11.1,Small
FDK08,9.195,Medium
FDW15,12.6,Medium
FDE21,12.8,Medium
FDX28,6.325,Small
NCR50,12.6,Medium
FDL27,6.17,Medium
FDK14,6.98,Small
NCB07,12.6,Medium
NCR53,12.15,Small
FDB60,9.3,Medium
FDW48,18.0,Medium
FDR55,12.15,Small
FDO22,13.5,Medium
FDL48,19.35,Medium
NCZ05,8.485,High
FDO25,6.3,Small
FDF47,20.85,High
FDY40,15.5,Medium
FDR25,17.0,Medium
FDD59,12.6,Medium
FDX38,10.5,High
FDE26,9.3,Small
FDH48,12.6,Small
NCK29,5.615,High
NCF54,18.0,Small
FDI38,13.35,Medium
FDJ07,12.6,Medium
FDS55,7.02,Medium
NCX53,20.1,Medium
NCP55,14.65,Small
FDV04,7.825,Small
FDV40,17.35,Small
NCN30,16.35,Medium
FDT57,15.2,Medium
FDI52,18.7,Medium
FDT57,15.2,High
FDK33,17.85,Small
FDQ39,14.8,Small
FDR23,15.85,Medium
FDX47,12.6,Small
DRP35,18.85,Small
FDU26,16.7,Medium
FDR39,20.35,Medium
FDV48,9.195,Medium
NCG18,15.3,Medium
NCD42,16.5,High
FDP59,20.85,Medium
FDF34,12.6,Medium
DRD15,10.6,Small
FDP03,5.15,Small
FDO20,12.85,Small
NCY30,20.25,Small
DRH37,17.6,High
FDT10,16.7,Medium
FDF35,15.0,Medium
FDG10,6.63,Small
FDK03,12.6,Medium
FDG20,15.5,Small
NCL07,12.6,Medium
DRD49,9.895,Small
NCG55,16.25,Medium
FDR19,13.5,Medium
NCM54,17.7,Small
FDZ44,12.6,Small
FDR28,13.85,Medium
FDB51,6.92,Medium
DRJ59,11.65,Small
FDZ43,11.0,Medium
NCC54,17.75,Medium
FDQ11,5.695,Small
DRH03,17.25,Medium
FDX38,10.5,Medium
DRH36,16.2,Medium
NCB06,17.6,Medium
FDR33,7.31,Medium
FDE47,14.15,High
FDA10,12.6,Medium
DRI01,7.97,High
NCJ54,9.895,Small
FDT14,10.695,Small
DRL49,13.15,Medium
NCI18,18.35,Medium
FDC38,15.7,Medium
FDS56,5.785,High
FDX19,19.1,Medium
FDU36,12.6,Medium
FDO44,12.6,High
FDG57,14.7,Medium
FDV20,20.2,Medium
FDE47,14.15,Small
FDU32,12.6,Medium
NCB06,12.6,Medium
FDV46,18.2,Medium
FDP45,12.6,Medium
